
Apricot dried fruit snack#42##Fruit and Fruit products#Australia#15#12#5#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#1995#
Apricot & apple fruit strips, gluten-free#29#Freedom Foods, Australia#Fruit and Fruit products#Australia#20#16#5#International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006 – 2007.#Normal#2h#10#2007#
Apricot 100% Pure Fruit spread, no added sugar#43#Freedom Foods, Australia#Fruit and Fruit products#Australia#30#16#7#International Diabetes Institute (Melbourne, Australia), unpublished observations, 2006 – 2007.#Normal#2h#10#2007#
Apricot 100% Fruit Spread, Cottees™ brand#50#Cadbury Schweppes, Australia#Fruit and Fruit products#Australia#30#19#9#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#9#2004#
Apricot fruit spread, reduced sugar#55#Glen Ewin Jams, Para Hills, Australia#Fruit and Fruit products#Australia#30#13#7#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#1995#
President's Choice® Blue Menu™ Twice the Fruit Apricot spread#56#Loblaw Brands Limited, Canada#Fruit and Fruit products#Canada#30#12#7#Glycemic Index Laboratories, Inc. (Toronto, Canada), unpublished observations, 2004-2007.#Normal#2h#10#2007#
Apricot, coconut and honey muffin#60##Bakery Products#Australia#50#26#16#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007#Normal#2h#9#1995#
Banana, raw#47##Fruit and Fruit products#Australia#120#24#11#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#1995#
Banana, raw#62##Fruit and Fruit products#Canada#120#25#16#Jenkins DJA, Wolever TMS, Taylor RH, Barker H, Fielden H, Baldwin JM, Bowling AC, Newman HC, Jenkins AL, Goff DV. Glycemic index of foods: a physiological basis for carbohydrate exchange. Am J Clin Nutr 1981; 34: 362-6.#Normal#2h#6#1981#
Banana, raw#46##Fruit and Fruit products#Canada#120#25#12#Otto H, Niklas. Differences d'action sur la glycemie d'aliments contenant des hydrated de carbone: consequences pour le traitment dietetique du diabete sucre. (Differences in the action of foods containing carbohydrate on blood glucose levels: implications for the dietetic treatment of diabetes mellitus.) Cited by: Jenkins DJA, Wolever TMS, Jenkins AL. Starchy foods and glycemic index. Diab Care 1988; 11: 149-59.#Diabetic#NS#NS#1988#
Banana, raw#49##Fruit and Fruit products#Israel#120#25#12#Lock DR, Bar-Eyal A, Voet H, Madar Z. Glycemic indices of various foods given to pregnant diabetic subjects. Obstet Gynecol 1988; 71: 180-2.#Gestational DM#2h#9#1988#
Banana, raw#58##Fruit and Fruit products#Italy#120#23#13#Lunetta M, Di Mauro M, Crimi S, Mughini L. No important differences in glycaemic responses to common fruits in type 2 diabetic patients. Diab Medicine 1995; 12(8): 674-8.#Type 2#3h#8#1995#
Banana, raw#58##Fruit and Fruit products#Canada#120#25#15#Jenkins DJA, Wolever TMS, Jenkins AL, Thorne MJ, Lee R, Kalmusky J, Reichert R, Wong GS. The glycaemic index of foods tested in diabetic patients: a new basis for carbohydrate exchange favouring the use of legumes. Diabetologia 1983; 24: 257-64.#Type 2#3h#6#1983#
Banana, ripe (all yellow)#51##Fruit and Fruit products#USA#120#25#13#Ercan N, Nuttal FQ, Gannon MC, Lane JT, Burmeister LA, Westphal SA. Plasma glucose and insulin responses to bananas of varying ripeness in persons with noninsulin-dependent diabetes mellitus. J Am Coll Nutr 1993; 12: 703-9.#Type 2#5h#7#1993#
Banana, under-ripe #30##Fruit and Fruit products#Denmark#120#21#6#Hermansen K, Rasmussen O, Gregersen S, Larsen S. Influence of ripeness of banana on the blood glucose and insulin response in type 2 diabetic subjects. Diab Medicine 1992; 9: 739-43.#Type 2#4h#10#1992#
Banana, slightly under-ripe (yellow with green sections)#42##Fruit and Fruit products#USA#120#25#11#Ercan N, Nuttal FQ, Gannon MC, Lane JT, Burmeister LA, Westphal SA. Plasma glucose and insulin responses to bananas of varying ripeness in persons with noninsulin-dependent diabetes mellitus. J Am Coll Nutr 1993; 12: 703-9.#Type 2#5h#7#1993#
Banana, over-ripe (yellow flecked with brown) #48##Fruit and Fruit products#USA#120#25#12#Ercan N, Nuttal FQ, Gannon MC, Lane JT, Burmeister LA, Westphal SA. Plasma glucose and insulin responses to bananas of varying ripeness in persons with noninsulin-dependent diabetes mellitus. J Am Coll Nutr 1993; 12: 703-9.#Type 2#5h#7#1993#
Banana, over-ripe #52##Fruit and Fruit products#Denmark#120#20#11#Hermansen K, Rasmussen O, Gregersen S, Larsen S. Influence of ripeness of banana on the blood glucose and insulin response in type 2 diabetic subjects. Diab Medicine 1992; 9: 739-43.#Type 2#4h#10#1992#
Banana, raw#70##Fruit and Fruit products#South Africa#120#23#16#Walker ARP, Walker BF. Glycaemic index of South African foods determined in rural blacks - a population at low risk of diabetes. Hum Nutr Clin Nutr 1984; 38C: 215-22.#Normal#2h#8#1984#
Banana, processed fruit fingers, Heinz Kidz™#61#H J Heinz, Malvern, Australia#Fruit and Fruit products#Australia#30#20#12#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#1995#
Banana cake, made with sugar#47##Bakery Products#Australia#60#29#14#Brand-Miller J, Pang E, Broomhead L. The glycaemic index of foods containing sugars: comparison of foods with naturally-occurring v. added sugars. Br J Nutr 1995; 73: 613-23.#Normal#2h#8#1995#
Banana cake, made without sugar#55##Bakery Products#Australia#60#22#12#Brand-Miller J, Pang E, Broomhead L. The glycaemic index of foods containing sugars: comparison of foods with naturally-occurring v. added sugars. Br J Nutr 1995; 73: 613-23.#Normal#2h#7#1995#
Banana, oat and honey muffin #65##Bakery Products#Australia#50#26#17#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007#Normal#2h#10#1995#
Barley, pearled, boiled 60 min#35##Cereal Grains#UK#150#42#15#Henry CJK, Lightowler HJ, Strik CM, Renton H, Hails S. Glycaemic index and glycaemic load values of commercially available products in the UK. Br J Nutr 2005; 94: 922-30.#Normal#2h#8#2005#
Barley, pearled #22##Cereal Grains#Canada#150#41#9#Wolever TMS, Jenkins DJA, Josse RG, Wong GS, Lee R. The glycemic index: similarity of values derived in insulin-dependent and non-insulin dependent diabetic patients. J Am Coll Nutr 1987; 6: 295-305.#Type 2#3h#12#1987#
Barley#22##Cereal Grains#Canada#150#42#9#Jenkins DJA, Wolever TMS, Kalmusky J, Giudici S, Giordano C, Wong GS, Bird JN, Pattern R, Hall M, Buckley G, Little JA. Low glycemic index carbohydrate foods in the management of hyperlipidemia. Am J Clin Nutr 1985; 42(4): 604-17.#Type 2#3h#13#1985#
Barley #27##Cereal Grains#Canada#150#42#11#Jenkins DJA, Wesson V, Wolever TMS, Jenkins AL, Kalmusky J, Guidici S, Csima A, Josse RG, Wong GS. Wholemeal versus wholegrain breads: proportion of whole or cracked grains and the glycaemic response. Br Med J (Clin Res Ed) 1988; 297: 958-60.#Type 2#3h#4#1988#
Barley, pearled #29##Cereal Grains#Canada#150#42#12#Wolever TMS, Jenkins DJA, Josse RG, Wong GS, Lee R. The glycemic index: similarity of values derived in insulin-dependent and non-insulin dependent diabetic patients. J Am Coll Nutr 1987; 6: 295-305.#Type 1#3h#7#1987#
Barley (Hordeum vulgare)#37##Cereal Grains#India#150#42#16#Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54.#Type 2#3h#14#1991#
Barley, cracked (Malthouth, Tunisia)#50##Cereal Grains#Tunisia#150#42#21#Wolever TMS, Katzman-Relle L, Jenkins AL, Vuksan V, Josse RG, Jenkins DJA. Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutr Res 1994; 14(5): 651-69.#Type 1 & 2#3h#10#1994#
Barley, rolled#66##Cereal Grains#Australia#50#38#25#Brand-Miller J, Pang E, Bramall L. Rice: a high or low glycemic index food ? Am J Clin Nutr 1992; 56: 1034-6.#Normal#2h#8#1992#
Barley kernels, high-amylose (hull-less) boiled in water for 25 min (kernel:water = 1:2.5)#20##Cereal Grains#Sweden#150#42#8#Granfeldt Y, Liljeberg H, Drews A, Newman R, Björk I. Glucose and insulin responses to barley products: influence of food structure and amylose-amylopectin ratio. Am J Clin Nutr 1994; 59(5): 1075-82.#Normal#2h#10#1994#
Barley kernels, waxy (hull-less), boiled in water for 25 min (kernel:water = 1:2.5)#22##Cereal Grains#Sweden#150#42#9#Granfeldt Y, Liljeberg H, Drews A, Newman R, Björk I. Glucose and insulin responses to barley products: influence of food structure and amylose-amylopectin ratio. Am J Clin Nutr 1994; 59(5): 1075-82.#Normal#2h#10#1994#
Barley kernels, boiled in water for 25 min (kernel:water = 1:2)#25##Cereal Grains#Sweden#150#42#10#Granfeldt Y, Liljeberg H, Drews A, Newman R, Björk I. Glucose and insulin responses to barley products: influence of food structure and amylose-amylopectin ratio. Am J Clin Nutr 1994; 59(5): 1075-82.#Normal#2h#10#1994#
Barley kernels, high-amylose (covered), boiled in water for 25 min (kernel:water = 1:2)#26##Cereal Grains#Sweden#150#42#11#Granfeldt Y, Liljeberg H, Drews A, Newman R, Björk I. Glucose and insulin responses to barley products: influence of food structure and amylose-amylopectin ratio. Am J Clin Nutr 1994; 59(5): 1075-82.#Normal#2h#10#1994#
Barley, pot, boiled in salted water 20 min#25#Goudas Food Products, Concord, Canada#Cereal Grains#Canada#150#42#11#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#1995#
Barley, pot, boiled#35#Goudas Food Products, Canada#Cereal Grains#Canada#150#42#15#Wolever TMS, Vorster HH, Björk I, Brand-Miller J, Brighenti F, Mann JI, Ramdath DD, Granfeldt Y, Holt S, Perry TL, Venter C, Wu X. Determination of the glycaemic index of foods: Interlaboratory study. Euro J Clin Nutr 2003; 57: 475-82.#Normal#2h#47#2003#
Barley, pot, boiled 20 min#37#Goudas Food Products, Canada#Cereal Grains#Canada#150#42#16#Granfeldt Y, Wu X, Björk I. Determination of glycaemic index; some methodological aspects related to the analysis of carbohydrate load and characteristics of the previous evening meal. Euro J Clin Nutr 2006; 60: 104-12.#Normal#2h#10#2006#
Barley (Hordeum vulgare) #48##Cereal Grains#India#150#42#20#Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54.#Normal#3h#18#1991#
Carrots, peeled, boiled #33##Vegetables#Australia#80#5#2#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#8#1995#
Carrots, peeled, diced, boiled#49##Vegetables#Australia#80#5#2#Fitz-Henry A. In vitro and in vivo rates of carbohydrates digestion in Aboriginal bushfoods and contemporary Western Foods. BSc thesis (Honours). Human Nutrition Unit, University of Sydney, Australia, 1982.#Normal#2h#7#1982#
Carrots, raw, diced #35##Vegetables#Australia#80#6#2#Fitz-Henry A. In vitro and in vivo rates of carbohydrates digestion in Aboriginal bushfoods and contemporary Western Foods. BSc thesis (Honours). Human Nutrition Unit, University of Sydney, Australia, 1982.#Normal#2h#7#1982#
Carrots, raw, ground #39##Vegetables#Australia#80#6#2#Fitz-Henry A. In vitro and in vivo rates of carbohydrates digestion in Aboriginal bushfoods and contemporary Western Foods. BSc thesis (Honours). Human Nutrition Unit, University of Sydney, Australia, 1982.#Normal#2h#7#1982#
Carrot juice, freshly made#43##Beverages#Australia#250#23#10#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#9#1995#
Carrot cake, prepared with coconut flour #36##Bakery Products#Philippines#60#23#8#Trinidad TP, Valdez DH, Loyola AS, Mallillin AC, Askali FC, Castillo JC, Masa DB. Glycaemic index of different coconut (Cocos nucifera)-flour products in normal and diabetic subjects. Br J Nutr 2003; 90: 551-6.#Normal#2h#10#2003#
Carrot soup, President's Choice® Blue Menu™ Soupreme#35#Loblaw Brands Limited, Canada#Soup#Canada#250#13#5#Glycemic Index Laboratories, Inc. (Toronto, Canada), unpublished observations, 2004-2007.#Normal#2h#10#2007#
Chocolate, dark, Dove®#23#M&M/Mars, USA#Snack Foods and Confectionery#USA#50#26#6#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#1995#
Chocolate, plain#49#Cadbury's Confectionery, Ringwood, Australia#Snack Foods and Confectionery#Australia#50#30#14#Brand-Miller J, Pang E, Broomhead L. The glycaemic index of foods containing sugars: comparison of foods with naturally-occurring v. added sugars. Br J Nutr 1995; 73: 613-23.#Normal#2h#8#1995#
Chocolate, plain with sucrose #34##Snack Foods and Confectionery#Belgium#50#22#7#Pelletier X, Hanesse B, Bornet F, Debry G. Glycaemic and insulinaemic responses in healthy volunteers upon ingestion of maltitol and hydrogenated glucose syrups. Diabete & Metabolisme (Paris) 1994; 20: 291-6.#Normal#3h#8#1994#
Chocolate, plain Dove®#45#Mars Confectionery, Ballarat, Australia#Snack Foods and Confectionery#Australia#50#30#13#Brand Miller JC, Wang B, McNeil Y, Swan V. The glycaemic index of more breads, breakfast cereals and snack products. Proc Nutr Soc Aust 1997; 21: 144 (abstr).#Normal#2h#10-12#1997#
Chocolate, plain#42#Nestlé, Sydney, NSW, Australia#Snack Foods and Confectionery#Australia#50#31#13#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#1995#
Chocolate candy, sugar free, artificially sweetened, Dove®#23#M&M/Mars, USA#Snack Foods and Confectionery#USA#50#15#3#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#2005#
Chocolate, dark with raisins, peanuts and jam#44##Snack Foods and Confectionery#Czech Republic#50#27#12#Chlup R, Jelenova D, Kudlova P, Chlupova K, Bartek J, Zapletalova J, Langova K, Chlupova L. Continuous glucose monitoring - A novel approach to the determination of the glycaemic index of foods (DEGIF 1). Exp Clin Endocrinol Diabetes 2006; 114: 68-74.#Normal#2h#20#2006#
Cocoavia™ Chocolate Covered Almonds, artificially sweetened#21#M&M/Mars, USA#Snack Foods and Confectionery#USA#30#10#2#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007.#Normal#2h#10#2005#
Chocolate cake made from packet mix with chocolate frosting#38#Betty Crocker, General Mills Inc., Minneapolis, USA#Bakery Products#USA#111#52#20#Sydney University’s Glycemic Index Research Service (Human Nutrition Unit, University of Sydney, Australia), unpublished observations, 1995-2007#Normal#2h#10#1995#
Chocolate crinkles, containing coconut flour #43##Snack Foods and Confectionery#Philippines#50#23#10#Trinidad TP, Valdez DH, Loyola AS, Mallillin AC, Askali FC, Castillo JC, Masa DB. Glycaemic index of different coconut (Cocos nucifera)-flour products in normal and diabetic subjects. Br J Nutr 2003; 90: 551-6.#Normal#2h#10#2003#
Sweet corn, 'Honey & Pearl' variety #37##Vegetables#New Zealand#80#16#6#Perry T, Mann J, Mehalski K, Gayya C, Wilson J, Thompson C. Glycaemic index of New Zealand foods. NZ Med J 2000; 113:140-42.#Normal#2h#9#2000#
Sweet corn on the cob, boiled 20 min#48##Vegetables#Australia#80#16#8#Brand JC, Nicholson PL, Thorburn AW, Truswell AS. Food processing and the glycemic index. Am J Clin Nutr 1985; 42: 1192-6.#Normal#2h#6#1985#
Sweet corn #55##Vegetables#China#80#16#9#Yang YX, Wang HW, Cui HM, Wang Y, Y LD, Xiang SX, Zhou SY. Glycemic index of cereals and tubers produced in China. World J Gastroenterol 2006; 12(21): 3430-3.#Normal#2h#10#2006#
Sweet corn, boiled #60##Vegetables#USA#80#18#11#Crapo PA, Reaven G, Olefsky J. Postprandial plasma-glucose and -insulin responses to different complex carbohydrates. Diabetes 1977; 26(12): 1178-83.#Normal#3h#16#1977#
Sweet corn #62##Vegetables#South Africa#80#18#11#Walker ARP, Walker BF. Glycaemic index of South African foods determined in rural blacks - a population at low risk of diabetes. Hum Nutr Clin Nutr 1984; 38C: 215-22.#Normal#2h#7#1984#
Sweet corn, cooked#52##Vegetables#Israel#150#33#17#Lock DR, Bar-Eyal A, Voet H, Madar Z. Glycemic indices of various foods given to pregnant diabetic subjects. Obstet Gynecol 1988; 71: 180-2.#Gestational DM#2h#8#1988#
Sweet corn #59##Vegetables#Canada#150#33#19#Jenkins DJA, Wolever TMS, Taylor RH, Barker H, Fielden H, Baldwin JM, Bowling AC, Newman HC, Jenkins AL, Goff DV. Glycemic index of foods: a physiological basis for carbohydrate exchange. Am J Clin Nutr 1981; 34: 362-6.#Normal#2h#5#1981#
Sweet corn #60##Vegetable#USA#150#33#20#Crapo PA, Kolterman OG, Waldeck N, Reaven GM, Olefsky JM. Postprandial hormonal responses to different types of complex carbohydrate in individuals with impaired glucose tolerance. Am J Clin Nutr 1980; 33: 1723-8.#Type 2, 5; IGT, 6#3h#11#1980#
Sweet corn, whole kernel, canned, diet-pack, drained#46#Featherweight, USA#Vegetable#USA#150#28#13#Crapo PA, Insel J, Sperling M, Kolterman OG. Comparison of serum glucose, insulin, and glucagon responses to different types of complex carbohydrate in noninsulin-dependent diabetic patients. Am J Clin Nutr 1981; 34: 184-90.#Type 2#3h#20#1981#
Sweet corn, frozen, reheated in microwave#47#Green Giant Pillsbury Ltd., Toronto, Canada#Vegetable#Canada#150#33#16#Wolever TMS, Katzman-Relle L, Jenkins AL, Vuksan V, Josse RG, Jenkins DJA. Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutr Res 1994; 14(5): 651-69.#Type 1 & 2#3h#9#1994#
Corn granules #52##Vegetable#China#150#28#15#Yang YX, Wang HW, Cui HM, Wang Y, Y LD, Xiang SX, Zhou SY. Glycemic index of cereals and tubers produced in China. World J Gastroenterol 2006; 12(21): 3430-3.#Normal#2h#10#2006#
Maize/corn (Zea Mays), flour made into chapatti #59##Traditional Foods#India#30#13#8#Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54.#Normal#3h#18#1991#
Cornmeal porridge #68##Cereal Grains#China#150#13#9#Yang YX, Wang HW, Cui HM, Wang Y, Y LD, Xiang SX, Zhou SY. Glycemic index of cereals and tubers produced in China. World J Gastroenterol 2006; 12(21): 3430-3.#Normal#2h#10#2006#
Cornmeal, boiled in salted water 2 min#68#McNair Products Co. Ltd., Toronto, Canada#Cereal Grains#Canada#150#13#9#Wolever TMS, Katzman-Relle L, Jenkins AL, Vuksan V, Josse RG, Jenkins DJA. Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutr Res 1994; 14(5): 651-69.#Type 1 & 2#3h#12#1994#
Cornmeal + margarine#69#McNair Products Co. Ltd., Toronto, Canada#Cereal Grains#Canada#150#12#8#Wolever TMS, Katzman-Relle L, Jenkins AL, Vuksan V, Josse RG, Jenkins DJA. Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutr Res 1994; 14(5): 651-69.#Type 1 & 2#3h#12#1994#
Fructose, 25 g portion, Sweeten Less#11#Sweeten Less, Maximum Nutrition Inc.,Toronto, Canada#Sugars, Sweeteners and Syrups#Canada#10#10#1#Lee BM, Wolever TMS. Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. Euro J Clin Nutr 1998; 52: 924-8.#Normal#2h#8#1998#
Fructose, 50 g portion, Sweeten Less#12#Sweeten Less, Maximum Nutrition Inc.,Toronto, Canada#Sugars, Sweeteners and Syrups#Canada#10#10#1#Lee BM, Wolever TMS. Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. Euro J Clin Nutr 1998; 52: 924-8.#Normal#2h#8#1998#
Fructose, 50 g portion#23##Sugars, Sweeteners and Syrups#China#10#10#2#Yang YX, Wang HW, Cui HM, Wang Y, Y LD, Xiang SX, Zhou SY. Glycemic index of cereals and tubers produced in China. World J Gastroenterol 2006; 12(21): 3430-3.#Normal#2h#10#2006#
Glucose, 50 g portion (dextrose)#96##Sugars, Sweeteners and Syrups##10#10#10#Crapo PA, Reaven G, Olefsky J. Postprandial plasma-glucose and -insulin responses to different complex carbohydrates. Diabetes 1977; 26(12): 1178-83.#Normal#3h#16#1977#
Glucose, 50 g portion#96#Bio-Health, Dawson Traders Ltd.,Toronto, Canada#Sugars, Sweeteners and Syrups#Canada#10#10#10#Lee BM, Wolever TMS. Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. Euro J Clin Nutr 1998; 52: 924-8.#Normal#2h#8#1998#
Glucose, 50 g portion#100##Sugars, Sweeteners and Syrups#Canada#10#10#10#Jenkins DJA, Wolever TMS, Taylor RH, Barker H, Fielden H, Baldwin JM, Bowling AC, Newman HC, Jenkins AL, Goff DV. Glycemic index of foods: a physiological basis for carbohydrate exchange. Am J Clin Nutr 1981; 34: 362-6.#Normal#2h#35#1981#
Glucose, 50 g portion, Glucodin™ glucose tablets#102#Boots, North Ryde, NSW, Australia#Sugars, Sweeteners and Syrups#Australia#10#10#10#Brand-Miller J, Pang E, Broomhead L. The glycaemic index of foods containing sugars: comparison of foods with naturally-occurring v. added sugars. Br J Nutr 1995; 73: 613-23.#Normal#2h#7#1995#
Glucose, 50 g portion (dextrose)#111##Sugars, Sweeteners and Syrups##10#10#11#Dilawari JB, Kamath PS, Batta RP, Mukewar S, Raghavan S. Reduction of postprandial plasma glucose by Bengal gram dhal (Cicer arietinum) and Rajmah (Phaseolus vulgaris). Am J Clin Nutr 1981; 34: 2450-3.#Normal#2h#6#1981#
Glucose, 25 g portion#103#Bio-Health, Canada#Sugars, Sweeteners and Syrups#Canada#10#10#10#Lee BM, Wolever TMS. Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. Euro J Clin Nutr 1998; 52: 924-8.#Normal#2h#8#1998#
